CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Antiquity_months,Total_count_products,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,debt,Open_To_Buy,Total_Trans_Amt,Total_AmtTrans_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
709333608,Existing Customer,58,F,2,High School,Single,Unknown,Blue,46,6,2,2,2395,1345,1050,4983,0.811,84,0.867,0.562
709688883,Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845,0,3845,2174,0.595,39,0.393,0
716269308,Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,2836,1362,1474,4192,0.661,90,0.731,0.48
708692583,Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,3,1506,168,1338,2312,0.671,44,0.467,0.112
709892658,Existing Customer,48,F,5,Graduate,Single,Less than $40K,Blue,38,5,3,2,1605,1300,305,4495,0.95,67,0.718,0.81
713815383,Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,3,2,2,11778,0,11778,2147,0.603,44,0.375,0
710183283,Existing Customer,55,F,1,High School,Married,Less than $40K,Blue,36,5,1,1,2747,0,2747,5032,0.834,84,0.68,0
711937158,Existing Customer,49,M,3,College,Married,$60K - $80K,Blue,39,5,3,3,2501,0,2501,4837,0.832,87,0.74,0
771486933,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,52,5,3,2,2563,2242,321,3942,1.114,84,0.826,0.875
717450633,Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,4,1659,1544,115,1920,0.408,39,0.345,0.931
718421808,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,6,3,2,3068,1765,1303,4611,0.853,73,0.698,0.575
716403633,Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50,5,3,2,3426,1650,1776,4467,0.622,69,1.029,0.482
717646983,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,3,4,3214,424,2790,2720,0.877,53,0.71,0.132
778837083,Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,3,12906,321,12585,2078,0.76,62,0.55,0.025
768632958,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,3,4,6,8708,1091,7617,2508,0.904,49,0.885,0.125
715622508,Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,4,3,7904,0,7904,2094,0.712,32,0.231,0
708402333,Existing Customer,48,F,2,Doctorate,Divorced,Unknown,Blue,37,6,2,0,4549,1313,3236,4782,0.777,88,0.66,0.289
708946008,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,5,2,2,1438.3,1214,224.3,2445,0.783,39,0.444,0.844
715625658,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,36,3,1,3,4476,1492,2984,4603,0.933,87,0.706,0.333
789599283,Existing Customer,44,F,3,College,Divorced,Unknown,Blue,38,5,3,2,2002,1448,554,3406,0.734,62,0.632,0.723
708960858,Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,3,11502,2066,9436,4786,0.889,85,1.125,0.18
814840833,Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,2,7924,2517,5407,2393,0.663,37,0.682,0.318
772082208,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,28,4,2,2,16199,0,16199,4254,0.771,82,0.673,0
711597183,Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,3,2,1452,0,1452,4571,0.97,72,0.846,0
712110333,Attrited Customer,37,F,3,High School,Single,Unknown,Blue,18,4,1,3,2179,0,2179,2568,0.725,48,0.297,0
718673358,Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,3,4,13590,1528,12062,2137,0.728,52,0.486,0.112
712479633,Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20,3,1,2,1695,0,1695,2428,0.561,43,0.593,0
716108283,Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46,6,3,3,4430,1579,2851,4833,0.836,82,0.673,0.356
779360808,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,3,2919,2032,887,4937,0.654,75,0.667,0.696
716352033,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,3,2796,1035,1761,4869,0.664,78,0.857,0.37
716643033,Attrited Customer,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,3,3,2580,2137,443,2981,1.056,40,0.481,0.828
711567333,Existing Customer,43,M,1,High School,Single,$60K - $80K,Blue,31,5,3,2,2834,1720,1114,4581,0.62,70,0.591,0.607
788756133,Existing Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,24,4,1,2,2617,1508,1109,4400,1.393,60,0.818,0.576
755437533,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,41,3,3,2,1522,1273,249,5005,0.735,77,0.674,0.836
713573508,Attrited Customer,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32,4,2,4,16509,425,16084,1740,0.356,43,0.387,0.026
709430508,Attrited Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,1,2,3,7316,1335,5981,1849,0.563,50,0.471,0.182
710645583,Existing Customer,44,F,2,Uneducated,Single,Unknown,Blue,37,5,1,2,7627,1742,5885,4349,0.771,75,0.705,0.228
714253983,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2,3,9465,0,9465,3675,0.657,59,1.107,0
771566208,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,36,3,1,2,8795,1318,7477,4681,0.563,74,0.682,0.15
713314533,Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,2,3,12283,0,12283,1993,0.413,41,0.323,0
720725883,Existing Customer,34,F,2,College,Single,Less than $40K,Blue,20,5,2,3,2715,1503,1212,4177,0.704,68,0.659,0.554
708539583,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,25,6,1,3,19897,2232,17665,3979,0.672,63,0.5,0.112
716747283,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,2,2097,1224,873,5059,0.819,79,0.681,0.584
787519683,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,30,3,2,2,3028,2270,758,4727,0.804,78,0.66,0.75
721044333,Existing Customer,34,F,2,College,Single,Less than $40K,Blue,22,5,2,0,1695,761,934,4905,0.797,91,0.75,0.449
713679633,Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,5,1438.3,0,1438.3,1813,0.305,51,0.759,0
711126483,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,28,4,3,3,1438.3,599,839.3,5136,0.897,76,0.9,0.416
814191333,Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,5,4,3,24250,278,23972,2153,0.647,41,0.577,0.011
715040208,Existing Customer,49,F,2,Graduate,Single,Unknown,Blue,38,6,3,3,5076,871,4205,4115,0.693,72,0.6,0.172
710769258,Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,27,4,2,3,4438,1513,2925,3895,0.807,75,0.829,0.341
715227633,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,5,2,3,1964,0,1964,4240,0.776,60,0.622,0
708635058,Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44,4,1,1,1904,886,1018,4798,0.695,85,0.809,0.465
709051533,Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,26,6,3,0,2933,1569,1364,4956,0.648,92,0.673,0.535
718940208,Existing Customer,55,F,0,Graduate,Single,Unknown,Blue,44,6,1,3,18202,1841,16361,3551,0.76,68,0.7,0.101
712361583,Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,3,1,34516,760,33756,3756,0.407,67,0.558,0.022
708390633,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,44,5,5,3,2421,2312,109,4219,0.674,69,0.605,0.955
720281508,Existing Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34,3,1,2,2406,1491,915,4625,0.606,91,0.685,0.62
720885558,Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,37,5,1,1,2621,2426,195,4885,0.727,74,1.114,0.926
709781208,Existing Customer,34,F,0,Unknown,Married,Less than $40K,Blue,26,5,3,1,2291,0,2291,5409,0.892,82,0.822,0
710086308,Existing Customer,46,F,4,High School,Unknown,$40K - $60K,Blue,38,6,2,0,3645,1179,2466,4680,0.559,87,0.933,0.323
713282733,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,3,1,3375,1730,1645,4341,0.514,64,0.684,0.513
815812683,Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,5,3,2,8856,1433,7423,5072,0.811,77,0.711,0.162
708204033,Existing Customer,36,F,5,Unknown,Single,Less than $40K,Blue,24,3,1,1,2980,2093,887,4132,0.522,70,0.667,0.702
720040158,Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,17656,0,17656,4633,0.727,71,0.868,0
755996583,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0,3,2475,0,2475,2574,0.823,43,0.654,0
711359058,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,33,3,2,2,3942,1711,2231,4622,0.61,71,0.614,0.434
714064908,Existing Customer,57,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,3,1771,1289,482,4813,0.911,84,0.867,0.728
717074283,Attrited Customer,45,F,3,Graduate,Divorced,Unknown,Blue,37,5,2,6,17678,0,17678,2566,0.788,49,0.815,0
765847383,Existing Customer,50,M,1,Graduate,Married,$120K +,Blue,43,4,5,3,20958,0,20958,4425,0.769,78,0.696,0
789531633,Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,46,4,1,2,4117,777,3340,5218,0.592,88,0.6,0.189
820593033,Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39,3,1,2,18524,1736,16788,4496,0.762,64,0.882,0.094
710078358,Existing Customer,36,M,4,Post-Graduate,Married,Less than $40K,Blue,26,5,1,1,2222,1291,931,4095,0.988,88,0.63,0.581
715025208,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,46,5,3,3,3119,1778,1341,4168,1.01,63,0.853,0.57
709596783,Existing Customer,46,M,3,College,Married,$40K - $60K,Blue,34,5,1,2,1611,0,1611,4444,0.731,78,0.857,0
715960308,Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,3,4090,2517,1573,2016,0.562,49,0.69,0.615
716653758,Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36,3,3,3,1467,0,1467,4226,0.739,74,0.85,0
787268733,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,46,5,1,2,2442,1507,935,4535,0.631,85,0.809,0.617
789923058,Attrited Customer,53,F,1,High School,Married,$40K - $60K,Blue,44,3,3,3,1816,0,1816,2474,0.884,44,0.692,0
771079833,Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,27,3,3,3,1438.3,0,1438.3,4332,0.845,78,0.696,0
710507733,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,35,3,3,1,14958,1644,13314,4038,0.686,68,0.511,0.11
779269158,Attrited Customer,43,F,2,Graduate,Married,Unknown,Blue,25,4,2,4,21961,0,21961,2237,0.653,39,0.393,0
711627558,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,30,5,1,2,1625,912,713,3968,0.877,73,0.698,0.561
710536983,Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,Blue,36,6,3,3,3007,2517,490,4423,0.853,67,0.675,0.837
712237458,Existing Customer,47,M,3,Unknown,Married,$120K +,Blue,28,3,2,2,11629,802,10827,3752,0.912,78,0.902,0.069
778289883,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,32,3,3,3,1507,0,1507,2528,0.806,41,0.64,0
714154533,Existing Customer,45,F,3,High School,Single,Unknown,Blue,36,6,1,2,3111,1994,1117,4478,0.753,56,0.697,0.641
803657133,Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,54,6,3,3,1848,1408,440,4757,0.779,75,0.923,0.762
769053033,Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,5,4142,2517,1625,2104,0.809,44,0.833,0.608
713613258,Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36,6,1,2,1438.3,0,1438.3,4461,0.746,71,0.821,0
768544833,Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39,6,2,3,2202,1414,788,4531,0.593,77,0.54,0.642
720782658,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Blue,36,4,2,3,3591,1749,1842,5079,0.733,80,0.905,0.487
768162108,Attrited Customer,49,M,3,College,Married,$120K +,Blue,43,5,3,3,4781,0,4781,2451,0.788,50,0.667,0
710511858,Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,36,3,3,3,3832,1439,2393,4741,0.851,88,0.76,0.376
714516033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,4,2,0,9025,1005,8020,4412,0.568,87,0.706,0.111
788630958,Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,28,3,1,2,11627,0,11627,3264,0.638,67,0.396,0
717646008,Existing Customer,61,F,1,College,Married,Unknown,Blue,46,6,2,2,5686,0,5686,4338,1.027,67,0.675,0
712290258,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,40,5,1,3,2636,1840,796,4056,0.844,67,0.811,0.698
716292033,Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1438.3,0,1438.3,4815,0.568,84,0.787,0
780372408,Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,33,6,2,2,4976,866,4110,4317,0.985,69,0.568,0.174
720853158,Existing Customer,38,F,3,High School,Single,Unknown,Blue,24,6,3,3,13951,1607,12344,4576,0.932,70,0.591,0.115
823507833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,40,4,3,2,14370,945,13425,4510,0.557,79,0.646,0.066
711111633,Existing Customer,60,M,1,High School,Single,$40K - $60K,Silver,49,5,2,2,21681,0,21681,3844,0.704,75,1.083,0
709904508,Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,3,2634,1644,990,4190,1.092,71,0.732,0.624
712022883,Existing Customer,37,F,2,High School,Single,$40K - $60K,Blue,27,4,1,2,2204,919,1285,4555,0.712,82,1,0.417
712173108,Existing Customer,48,F,1,Unknown,Unknown,$40K - $60K,Blue,36,3,1,3,2447,1991,456,4228,0.719,82,0.708,0.814
714156633,Existing Customer,60,F,0,Unknown,Single,Unknown,Blue,36,3,3,2,3068,0,3068,4533,0.897,79,0.795,0
714581358,Attrited Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,3,3,4,1502,0,1502,2204,0.529,36,0.44,0
713256033,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,25,5,3,3,4181,1604,2577,3955,0.659,74,0.574,0.384
825831933,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,48,4,2,2,3136,1103,2033,4528,0.812,81,0.884,0.352
720274158,Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,35,4,2,2,4478,1700,2778,3879,0.655,76,1.235,0.38
772394883,Attrited Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,3,6,3,7359,0,7359,2869,0.768,43,0.433,0
794253108,Existing Customer,52,M,4,Graduate,Single,$40K - $60K,Blue,46,3,3,2,13090,0,13090,3851,0.75,78,1,0
720899883,Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,35,6,2,2,6849,0,6849,3770,0.736,82,0.864,0
714313608,Existing Customer,36,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,0,4228,1886,2342,4356,1.076,74,0.682,0.446
716602683,Existing Customer,49,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,2,5678,2082,3596,5092,0.83,70,0.707,0.367
715928808,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,31,3,5,2,3964,1218,2746,4580,0.593,75,1.419,0.307
771899433,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,4,7970,2434,5536,1263,0.406,27,0.35,0.305
714771708,Existing Customer,36,F,0,College,Unknown,Unknown,Blue,26,5,3,3,4692,0,4692,4281,0.837,69,0.643,0
709711758,Attrited Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,2,1942,0,1942,1853,0.366,31,0.107,0
721137558,Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,1,2,3,5821,894,4927,2011,0.461,42,0.273,0.154
820268358,Existing Customer,48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,43,4,1,3,2357,1462,895,4534,0.734,75,1.027,0.62
709273383,Existing Customer,54,F,0,Unknown,Married,Unknown,Blue,36,3,1,2,8294,696,7598,4136,0.806,77,1.2,0.084
822959133,Existing Customer,32,F,3,Post-Graduate,Married,$40K - $60K,Blue,26,4,3,3,3174,2084,1090,4508,0.636,83,1.075,0.657
720491958,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,36,4,3,3,1438.3,0,1438.3,4302,0.734,74,0.762,0
713607108,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,31,6,1,2,1852,1428,424,4486,0.795,61,0.848,0.771
709729533,Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1,1809,457,1352,2169,0.703,49,0.485,0.253
717890583,Existing Customer,48,F,1,Graduate,Divorced,$40K - $60K,Blue,38,4,1,2,3503,1572,1931,4671,0.866,93,0.632,0.449
718384233,Existing Customer,52,M,5,Doctorate,Single,$40K - $60K,Silver,39,4,2,2,17835,868,16967,4258,0.723,58,0.657,0.049
713401758,Existing Customer,45,M,2,Uneducated,Married,$120K +,Blue,36,6,2,3,3383,1458,1925,4897,0.678,75,0.562,0.431
773257233,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,39,4,2,3,7128,1457,5671,3534,0.553,70,0.591,0.204
713556033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,22,5,2,3,1438.3,790,648.3,3959,0.615,59,0.735,0.549
719265108,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,33,6,3,2,3815,1190,2625,4430,0.852,94,0.741,0.312
778740708,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,2,1902,962,940,4203,0.534,69,0.725,0.506
710952933,Existing Customer,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36,5,2,3,2077,1254,823,4226,0.821,75,1.143,0.604
720991833,Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,2514,2090,424,2603,0.842,53,0.606,0.831
779954658,Existing Customer,56,M,4,High School,Single,$80K - $120K,Blue,40,4,3,3,34516,0,34516,4714,0.846,82,0.745,0
714204108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,38,3,3,0,2144,1492,652,3859,0.96,55,0.571,0.696
805546308,Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,56,3,3,2,5951,2517,3434,4554,0.787,83,0.694,0.423
716244933,Existing Customer,54,F,3,High School,Divorced,Unknown,Blue,36,3,5,3,4806,0,4806,4674,0.827,87,0.74,0
712018233,Existing Customer,42,F,3,Graduate,Single,Unknown,Blue,34,3,3,3,16612,2517,14095,4697,0.602,94,0.808,0.152
802878408,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,47,6,2,2,2799,0,2799,4116,0.689,88,0.571,0
719504433,Existing Customer,63,M,0,Unknown,Single,$40K - $60K,Silver,54,4,3,3,18064,1695,16369,3434,0.838,71,0.479,0.094
794558658,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,34,3,1,3,2560,1430,1130,4783,0.766,86,0.792,0.559
711634008,Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,2,5821,0,5821,4591,0.859,70,1.188,0
708260208,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,4,3,2,2057,1279,778,4321,0.562,76,0.689,0.622
713435058,Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,42,5,2,3,1972,1489,483,4715,0.69,66,0.65,0.755
719656533,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,2675,0,2675,4149,0.7,79,0.717,0
719709558,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,33,3,1,2,6223,2126,4097,4518,0.681,79,0.795,0.342
710311233,Existing Customer,44,F,4,High School,Single,Unknown,Blue,37,3,3,3,7632,0,7632,4498,0.557,86,0.623,0
719216508,Existing Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,5,2,1,3258,2517,741,4960,0.985,77,0.75,0.773
713105508,Existing Customer,46,M,3,High School,Single,$60K - $80K,Silver,29,4,3,3,34516,2040,32476,3754,0.764,53,1.038,0.059
710719683,Existing Customer,49,F,1,High School,Divorced,$40K - $60K,Blue,43,3,3,2,3054,845,2209,4460,0.731,88,0.692,0.277
817892208,Existing Customer,35,F,2,Doctorate,Single,Less than $40K,Blue,30,5,1,1,1438.3,0,1438.3,4006,1.126,72,0.946,0
714102183,Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,3,7970,2282,5688,1872,0.28,41,0.206,0.286
715410783,Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,36,5,2,3,1836,572,1264,2400,0.758,34,0.789,0.312
718202658,Existing Customer,47,M,3,Graduate,Unknown,$120K +,Blue,36,3,2,3,9397,795,8602,5265,0.749,98,0.581,0.085
719445633,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,36,4,2,3,1601,0,1601,4919,0.829,69,1.091,0
709820658,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,36,3,2,3,34516,1170,33346,3785,0.678,64,0.6,0.034
718481283,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,43,5,1,3,1822,1114,708,5210,0.539,73,0.553,0.611
789300408,Existing Customer,41,M,4,High School,Married,Less than $40K,Blue,30,3,2,2,1614,700,914,4293,0.842,87,0.812,0.434
711970533,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,3,2,0,1491,1349,142,4365,0.756,71,0.732,0.905
815088483,Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,Blue,23,4,1,3,2543,1156,1387,3864,0.641,64,0.684,0.455
717139608,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,3,2,3,3462,1817,1645,4635,0.717,65,0.711,0.525
717626508,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,1,1699,0,1699,5495,0.653,87,0.642,0
767668908,Attrited Customer,46,F,3,Graduate,Married,Unknown,Blue,40,3,4,3,13095,1836,11259,1552,0.432,32,0.185,0.14
712484733,Existing Customer,47,M,5,Unknown,Single,$60K - $80K,Blue,32,6,2,3,8823,2517,6306,4674,0.812,85,0.848,0.285
716216958,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,42,6,1,1,4429,883,3546,4386,0.688,63,0.537,0.199
714246333,Attrited Customer,58,F,4,High School,Married,Unknown,Blue,48,1,4,3,5396,1803,3593,2107,0.493,39,0.393,0.334
718693683,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,53,4,1,3,2418,2205,213,3918,0.84,74,0.51,0.912
716298633,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,47,5,2,3,2086,1792,294,5774,0.859,84,0.909,0.859
755661933,Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,41,5,3,3,1899,671,1228,2434,0.736,45,0.406,0.353
712914783,Existing Customer,43,M,5,Graduate,Single,$40K - $60K,Blue,31,4,1,2,7564,0,7564,4743,0.61,82,0.822,0
711240108,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,31,3,2,2,13116,1225,11891,4800,0.735,61,0.605,0.093
721396758,Existing Customer,35,F,4,Doctorate,Married,Less than $40K,Blue,36,3,1,3,1438.3,606,832.3,5062,0.692,80,0.818,0.421
715636533,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,36,4,1,2,3716,0,3716,4833,0.886,73,0.521,0
711508608,Existing Customer,50,F,1,Unknown,Married,Less than $40K,Blue,36,3,5,3,3069,1482,1587,4351,0.663,74,0.721,0.483
716669658,Attrited Customer,51,F,1,High School,Single,Less than $40K,Blue,33,6,3,3,2006,1608,398,2760,1.043,38,0.652,0.802
718212633,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,36,5,2,1,2948,2232,716,3635,0.858,79,0.58,0.757
708357183,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,38,4,2,3,1438.3,0,1438.3,3511,1.001,64,0.882,0
713629533,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,3,1438.3,670,768.3,4321,0.909,83,0.804,0.466
771450708,Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue,46,5,3,1,4669,1913,2756,4363,0.591,73,0.973,0.41
711311883,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver,35,5,2,2,13994,0,13994,3299,0.57,63,0.853,0
802673508,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,51,3,5,3,8760,0,8760,2460,0.726,39,0.56,0
708113208,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,36,3,2,2,1688,0,1688,4375,0.641,69,0.605,0
788786208,Existing Customer,46,F,2,College,Married,Unknown,Blue,27,6,3,3,9881,1794,8087,4725,0.582,85,0.735,0.182
720043533,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Blue,26,6,2,0,4534,917,3617,4211,0.84,66,0.61,0.202
801083133,Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue,51,5,3,3,3545,1446,2099,3691,0.638,69,0.917,0.408
716246733,Existing Customer,57,F,2,College,Single,Less than $40K,Blue,49,4,2,2,1857,1528,329,4681,0.698,71,0.868,0.823
807157833,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,51,5,1,1,3334,1272,2062,4284,1.12,73,0.587,0.382
721032633,Attrited Customer,55,F,3,Unknown,Single,$40K - $60K,Blue,32,5,3,4,2496,1999,497,2590,0.724,50,0.667,0.801
828285858,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,37,3,1,2,1438.3,765,673.3,4053,0.644,66,0.692,0.532
718890933,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,27,3,2,2,1438.3,0,1438.3,2429,0.68,38,0.652,0
711148308,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,46,4,2,2,9357,1285,8072,4173,0.694,77,0.711,0.137
712810233,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,36,3,2,3,2423,1674,749,4258,0.644,80,0.538,0.691
714098883,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,36,5,2,2,1936,1613,323,4773,0.841,80,0.818,0.833
779327733,Existing Customer,43,M,1,Graduate,Divorced,$60K - $80K,Blue,25,4,3,3,1783,1014,769,3861,0.956,81,0.558,0.569
716364408,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,36,4,1,2,1438.3,0,1438.3,4155,0.622,62,0.632,0
710461083,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,46,4,1,3,1438.3,0,1438.3,4333,0.622,84,0.826,0
709306983,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Silver,36,6,3,2,10580,1023,9557,4721,0.907,81,0.8,0.097
